월,연도,원인,건수
7,2012,쓰레기소각,0
7,2012,담뱃불실화,0
7,2012,성묘객실화,0
7,2012,어린이불장난,0
7,2012,건축물화재,0
7,2012,기타,0
7,2013,입산자실화,0
7,2013,논밭두렁등소각,0
7,2013,쓰레기소각,0
7,2013,담뱃불실화,0
7,2013,성묘객실화,0
7,2013,어린이불장난,0
7,2013,건축물화재,0
7,2013,기타,0
7,2014,입산자실화,7
7,2014,논밭두렁등소각,1
7,2014,쓰레기소각,1
7,2014,담뱃불실화,0
7,2014,성묘객실화,0
7,2014,어린이불장난,0
7,2014,건축물화재,0
7,2014,기타,2
7,2015,입산자실화,3
7,2015,논밭두렁등소각,0
7,2015,쓰레기소각,0
7,2015,담뱃불실화,1
7,2015,성묘객실화,0
7,2015,어린이불장난,0
7,2015,건축물화재,0
7,2015,기타,0
7,2016,입산자실화,1
7,2016,논밭두렁등소각,0
7,2016,쓰레기소각,0
7,2016,담뱃불실화,0
7,2016,성묘객실화,0
7,2016,어린이불장난,0
7,2016,건축물화재,0
7,2016,기타,0
7,2017,입산자실화,0
7,2017,논밭두렁등소각,0
7,2017,쓰레기소각,0
7,2017,담뱃불실화,0
7,2017,성묘객실화,0
7,2017,어린이불장난,0
7,2017,건축물화재,0
7,2017,기타,3
7,2018,입산자실화,5
7,2018,논밭두렁등소각,2
7,2018,쓰레기소각,0
7,2018,담뱃불실화,0
7,2018,성묘객실화,0
7,2018,어린이불장난,0
7,2018,건축물화재,0
7,2018,기타,8
7,2019,입산자실화,5
7,2019,논밭두렁등소각,2
7,2019,쓰레기소각,1
7,2019,담뱃불실화,1
7,2019,성묘객실화,0
7,2019,어린이불장난,0
7,2019,건축물화재,2
7,2019,기타,4
7,2020,입산자실화,0
7,2020,논밭두렁등소각,0
7,2020,쓰레기소각,0
7,2020,담뱃불실화,0
7,2020,성묘객실화,0
7,2020,어린이불장난,0
7,2020,건축물화재,0
7,2020,기타,0
7,2021,입산자실화,3
7,2021,논밭두렁등소각,0
7,2021,쓰레기소각,0
7,2021,담뱃불실화,0
7,2021,성묘객실화,0
7,2021,어린이불장난,0
7,2021,건축물화재,1
7,2021,기타,3
7,2022,입산자실화,2
7,2022,논밭두렁등소각,0
7,2022,쓰레기소각,0
7,2022,담뱃불실화,0
7,2022,성묘객실화,0
7,2022,건축물화재,0
7,2022,기타,1
7,2023,입산자실화,0
7,2023,논밭두렁등소각,0
7,2023,쓰레기소각,0
7,2023,담뱃불실화,0
7,2023,성묘객실화,0
7,2023,어린이불장난,0
7,2023,건축물화재,0
7,2023,기타,0
7,2024,입산자실화,0
7,2024,논밭두렁등소각,0
7,2024,쓰레기소각,0
7,2024,담뱃불실화,0
7,2024,성묘객실화,0
7,2024,어린이불장난,0
7,2024,건축물화재,0
7,2024,기타,0
7,2025,입산자실화,1
7,2025,논밭두렁등소각,0
7,2025,쓰레기소각,1
7,2025,담뱃불실화,0
7,2025,성묘객실화,1
7,2025,어린이불장난,0
7,2025,건축물화재,0
7,2025,기타,8
8,2006,입산자실화,0
8,2006,논밭두렁등소각,0
8,2006,쓰레기소각,0
8,2006,담뱃불실화,0
8,2006,성묘객실화,0
8,2006,어린이불장난,0
8,2006,건축물화재,0
8,2006,기타,0
8,2007,입산자실화,0
8,2007,논밭두렁등소각,0
8,2007,쓰레기소각,0
8,2007,담뱃불실화,0
8,2007,성묘객실화,0
8,2007,어린이불장난,0
8,2007,건축물화재,0
8,2007,기타,0
8,2008,입산자실화,0
8,2008,논밭두렁등소각,0
8,2008,쓰레기소각,0
8,2008,담뱃불실화,0
8,2008,성묘객실화,2
8,2008,어린이불장난,0
8,2008,건축물화재,0
8,2008,기타,0
8,2009,입산자실화,0
8,2009,논밭두렁등소각,0
8,2009,쓰레기소각,0
8,2009,담뱃불실화,0
8,2009,성묘객실화,0
8,2009,어린이불장난,0
8,2009,건축물화재,0
8,2009,기타,0
8,2010,입산자실화,0
8,2010,논밭두렁등소각,0
8,2010,쓰레기소각,0
8,2010,담뱃불실화,0
8,2010,성묘객실화,0
8,2010,어린이불장난,0
8,2010,건축물화재,0
8,2010,기타,0
8,2011,입산자실화,0
8,2011,논밭두렁등소각,0
8,2011,쓰레기소각,0
8,2011,담뱃불실화,0
8,2011,성묘객실화,0
8,2011,어린이불장난,0
8,2011,건축물화재,0
8,2011,기타,0
8,2012,입산자실화,2
8,2012,논밭두렁등소각,0
8,2012,쓰레기소각,0
8,2012,담뱃불실화,0
8,2012,성묘객실화,0
8,2012,어린이불장난,0
8,2012,건축물화재,0
8,2012,기타,1
8,2013,입산자실화,4
8,2013,논밭두렁등소각,0
8,2013,쓰레기소각,0
8,2013,담뱃불실화,1
8,2013,성묘객실화,0
8,2013,어린이불장난,0
8,2013,건축물화재,0
8,2013,기타,2
8,2014,입산자실화,0
8,2014,논밭두렁등소각,0
8,2014,쓰레기소각,0
8,2014,담뱃불실화,0
8,2014,성묘객실화,0
8,2014,어린이불장난,0
8,2014,건축물화재,0
8,2014,기타,0
8,2015,입산자실화,5
8,2015,논밭두렁등소각,0
8,2015,쓰레기소각,0
8,2015,담뱃불실화,1
8,2015,성묘객실화,0
8,2015,어린이불장난,0
8,2015,건축물화재,0
8,2015,기타,2
8,2016,입산자실화,4
8,2016,논밭두렁등소각,0
8,2016,쓰레기소각,1
8,2016,담뱃불실화,0
8,2016,성묘객실화,2
8,2016,어린이불장난,0
8,2016,건축물화재,0
8,2016,기타,7
8,2017,입산자실화,0
8,2017,논밭두렁등소각,0
8,2017,쓰레기소각,0
8,2017,담뱃불실화,0
8,2017,성묘객실화,0
8,2017,어린이불장난,0
8,2017,건축물화재,0
8,2017,기타,0
8,2018,입산자실화,21
8,2018,논밭두렁등소각,1
8,2018,쓰레기소각,4
8,2018,담뱃불실화,1
8,2018,성묘객실화,3
8,2018,어린이불장난,0
8,2018,건축물화재,1
8,2018,기타,15
8,2019,입산자실화,1
8,2019,논밭두렁등소각,0
8,2019,쓰레기소각,0
8,2019,담뱃불실화,0
8,2019,성묘객실화,0
8,2019,어린이불장난,0
8,2019,건축물화재,1
8,2019,기타,2
8,2020,입산자실화,0
8,2020,논밭두렁등소각,0
8,2020,쓰레기소각,0
8,2020,담뱃불실화,0
8,2020,성묘객실화,0
8,2020,어린이불장난,0
8,2020,건축물화재,0
8,2020,기타,1
8,2021,입산자실화,4
8,2021,논밭두렁등소각,0
8,2021,쓰레기소각,0
8,2021,담뱃불실화,0
8,2021,성묘객실화,0
8,2021,어린이불장난,0
8,2021,건축물화재,0
8,2021,기타,2
8,2022,입산자실화,0
8,2022,논밭두렁등소각,0
8,2022,쓰레기소각,0
8,2022,담뱃불실화,0
8,2022,성묘객실화,0
8,2022,건축물화재,0
8,2022,기타,0
8,2023,입산자실화,0
8,2023,논밭두렁등소각,0
8,2023,쓰레기소각,0
8,2023,담뱃불실화,0
8,2023,성묘객실화,0
8,2023,어린이불장난,0
8,2023,건축물화재,0
8,2023,기타,1
8,2024,입산자실화,1
8,2024,논밭두렁등소각,0
8,2024,쓰레기소각,1
8,2024,담뱃불실화,0
8,2024,성묘객실화,2
8,2024,어린이불장난,0
8,2024,건축물화재,0
8,2024,기타,3
8,2025,입산자실화,1
8,2025,논밭두렁등소각,1
8,2025,쓰레기소각,1
8,2025,담뱃불실화,1
8,2025,성묘객실화,0
8,2025,어린이불장난,0
8,2025,건축물화재,2
8,2025,기타,2
9,2006,입산자실화,4
9,2006,논밭두렁등소각,0
9,2006,쓰레기소각,0
9,2006,담뱃불실화,0
9,2006,성묘객실화,2
9,2006,어린이불장난,0
9,2006,건축물화재,0
9,2006,기타,1
9,2007,입산자실화,0
9,2007,논밭두렁등소각,0
9,2007,쓰레기소각,0
9,2007,담뱃불실화,0
9,2007,성묘객실화,0
9,2007,어린이불장난,0
9,2007,건축물화재,0
9,2007,기타,0
9,2008,입산자실화,5
9,2008,논밭두렁등소각,1
9,2008,쓰레기소각,1
9,2008,담뱃불실화,1
9,2008,성묘객실화,4
9,2008,어린이불장난,0
9,2008,건축물화재,0
9,2008,기타,1
9,2009,입산자실화,5
9,2009,논밭두렁등소각,1
9,2009,쓰레기소각,0
9,2009,담뱃불실화,2
9,2009,성묘객실화,4
9,2009,어린이불장난,0
9,2009,건축물화재,0
9,2009,기타,1
9,2010,입산자실화,0
9,2010,논밭두렁등소각,0
9,2010,쓰레기소각,0
9,2010,담뱃불실화,0
9,2010,성묘객실화,0
9,2010,어린이불장난,0
9,2010,건축물화재,0
9,2010,기타,0
9,2011,입산자실화,0
9,2011,논밭두렁등소각,0
9,2011,쓰레기소각,0
9,2011,담뱃불실화,0
9,2011,성묘객실화,0
9,2011,어린이불장난,0
9,2011,건축물화재,0
9,2011,기타,0
9,2012,입산자실화,0
9,2012,논밭두렁등소각,0
9,2012,쓰레기소각,0
9,2012,담뱃불실화,0
9,2012,성묘객실화,0
9,2012,어린이불장난,0
9,2012,건축물화재,0
9,2012,기타,1
9,2013,입산자실화,1
9,2013,논밭두렁등소각,0
9,2013,쓰레기소각,2
9,2013,담뱃불실화,0
9,2013,성묘객실화,0
9,2013,어린이불장난,0
9,2013,건축물화재,0
9,2013,기타,0
9,2014,입산자실화,2
9,2014,논밭두렁등소각,0
9,2014,쓰레기소각,1
9,2014,담뱃불실화,1
9,2014,성묘객실화,0
9,2014,어린이불장난,0
9,2014,건축물화재,0
9,2014,기타,0
9,2015,입산자실화,16
9,2015,논밭두렁등소각,4
9,2015,쓰레기소각,2
9,2015,담뱃불실화,0
9,2015,성묘객실화,8
9,2015,어린이불장난,0
9,2015,건축물화재,0
9,2015,기타,3
9,2016,입산자실화,3
9,2016,논밭두렁등소각,0
9,2016,쓰레기소각,0
9,2016,담뱃불실화,0
9,2016,성묘객실화,2
9,2016,어린이불장난,0
9,2016,건축물화재,0
9,2016,기타,0
9,2017,입산자실화,3
9,2017,논밭두렁등소각,0
9,2017,쓰레기소각,1
9,2017,담뱃불실화,0
9,2017,성묘객실화,0
9,2017,어린이불장난,0
9,2017,건축물화재,0
9,2017,기타,0
9,2018,입산자실화,1
9,2018,논밭두렁등소각,0
9,2018,쓰레기소각,0
9,2018,담뱃불실화,0
9,2018,성묘객실화,0
9,2018,어린이불장난,0
9,2018,건축물화재,0
9,2018,기타,2
9,2019,입산자실화,1
9,2019,논밭두렁등소각,0
9,2019,쓰레기소각,1
9,2019,담뱃불실화,0
9,2019,성묘객실화,0
9,2019,어린이불장난,0
9,2019,건축물화재,0
9,2019,기타,0
9,2020,입산자실화,2
9,2020,논밭두렁등소각,0
9,2020,쓰레기소각,0
9,2020,담뱃불실화,0
9,2020,성묘객실화,0
9,2020,어린이불장난,0
9,2020,건축물화재,0
9,2020,기타,0
9,2021,입산자실화,0
9,2021,논밭두렁등소각,0
9,2021,쓰레기소각,1
9,2021,담뱃불실화,0
9,2021,성묘객실화,0
9,2021,어린이불장난,0
9,2021,건축물화재,0
9,2021,기타,0
9,2022,입산자실화,5
9,2022,논밭두렁등소각,0
9,2022,쓰레기소각,1
9,2022,담뱃불실화,0
9,2022,성묘객실화,0
9,2022,건축물화재,0
9,2022,기타,5
9,2023,입산자실화,0
9,2023,논밭두렁등소각,0
9,2023,쓰레기소각,0
9,2023,담뱃불실화,1
9,2023,성묘객실화,1
9,2023,어린이불장난,0
9,2023,건축물화재,0
9,2023,기타,0
9,2024,입산자실화,0
9,2024,논밭두렁등소각,1
9,2024,쓰레기소각,0
9,2024,담뱃불실화,0
9,2024,성묘객실화,1
9,2024,어린이불장난,0
9,2024,건축물화재,0
9,2024,기타,4
9,2025,입산자실화,0
9,2025,논밭두렁등소각,0
9,2025,쓰레기소각,0
9,2025,담뱃불실화,0
9,2025,성묘객실화,1
9,2025,어린이불장난,0
9,2025,건축물화재,0
9,2025,기타,0
10,2006,입산자실화,13
10,2006,논밭두렁등소각,2
10,2006,쓰레기소각,1
10,2006,담뱃불실화,1
10,2006,성묘객실화,4
10,2006,어린이불장난,0
10,2006,건축물화재,1
10,2006,기타,3
10,2007,입산자실화,1
10,2007,논밭두렁등소각,0
10,2007,쓰레기소각,0
10,2007,담뱃불실화,0
10,2007,성묘객실화,0
10,2007,어린이불장난,0
10,2007,건축물화재,0
10,2007,기타,0
10,2008,입산자실화,14
10,2008,논밭두렁등소각,8
10,2008,쓰레기소각,1
10,2008,담뱃불실화,1
10,2008,성묘객실화,0
10,2008,어린이불장난,0
10,2008,건축물화재,0
10,2008,기타,1
10,2009,입산자실화,10
10,2009,논밭두렁등소각,3
10,2009,쓰레기소각,2
10,2009,담뱃불실화,0
10,2009,성묘객실화,3
10,2009,어린이불장난,0
10,2009,건축물화재,1
10,2009,기타,4
10,2010,입산자실화,3
10,2010,논밭두렁등소각,0
10,2010,쓰레기소각,0
10,2010,담뱃불실화,0
10,2010,성묘객실화,0
10,2010,어린이불장난,0
10,2010,건축물화재,0
10,2010,기타,2
10,2011,입산자실화,2
10,2011,논밭두렁등소각,0
10,2011,쓰레기소각,0
10,2011,담뱃불실화,2
10,2011,성묘객실화,0
10,2011,어린이불장난,0
10,2011,건축물화재,0
10,2011,기타,2
10,2012,입산자실화,10
10,2012,논밭두렁등소각,0
10,2012,쓰레기소각,1
10,2012,담뱃불실화,0
10,2012,성묘객실화,0
10,2012,어린이불장난,0
10,2012,건축물화재,0
10,2012,기타,3
10,2013,입산자실화,6
10,2013,논밭두렁등소각,0
10,2013,쓰레기소각,0
10,2013,담뱃불실화,1
10,2013,성묘객실화,1
10,2013,어린이불장난,0
10,2013,건축물화재,0
10,2013,기타,3
10,2014,입산자실화,7
10,2014,논밭두렁등소각,3
10,2014,쓰레기소각,2
10,2014,담뱃불실화,1
10,2014,성묘객실화,0
10,2014,어린이불장난,0
10,2014,건축물화재,0
10,2014,기타,3
10,2015,입산자실화,21
10,2015,논밭두렁등소각,3
10,2015,쓰레기소각,2
10,2015,담뱃불실화,3
10,2015,성묘객실화,0
10,2015,어린이불장난,1
10,2015,건축물화재,0
10,2015,기타,11
10,2016,입산자실화,0
10,2016,논밭두렁등소각,0
10,2016,쓰레기소각,0
10,2016,담뱃불실화,0
10,2016,성묘객실화,0
10,2016,어린이불장난,0
10,2016,건축물화재,0
10,2016,기타,1
10,2017,입산자실화,2
10,2017,논밭두렁등소각,0
10,2017,쓰레기소각,1
10,2017,담뱃불실화,0
10,2017,성묘객실화,0
10,2017,어린이불장난,0
10,2017,건축물화재,0
10,2017,기타,1
10,2018,입산자실화,5
10,2018,논밭두렁등소각,0
10,2018,쓰레기소각,0
10,2018,담뱃불실화,0
10,2018,성묘객실화,1
10,2018,어린이불장난,0
10,2018,건축물화재,1
10,2018,기타,2
10,2019,입산자실화,3
10,2019,논밭두렁등소각,0
10,2019,쓰레기소각,1
10,2019,담뱃불실화,0
10,2019,성묘객실화,0
10,2019,어린이불장난,0
10,2019,건축물화재,0
10,2019,기타,5
10,2020,입산자실화,25
10,2020,논밭두렁등소각,1
10,2020,쓰레기소각,2
10,2020,담뱃불실화,3
10,2020,성묘객실화,0
10,2020,어린이불장난,0
10,2020,건축물화재,0
10,2020,기타,4
10,2021,입산자실화,0
10,2021,논밭두렁등소각,0
10,2021,쓰레기소각,0
10,2021,담뱃불실화,0
10,2021,성묘객실화,0
10,2021,어린이불장난,0
10,2021,건축물화재,0
10,2021,기타,0
10,2022,입산자실화,10
10,2022,논밭두렁등소각,1
10,2022,쓰레기소각,1
10,2022,담뱃불실화,2
10,2022,성묘객실화,0
10,2022,건축물화재,0
10,2022,기타,10
10,2023,입산자실화,8
10,2023,논밭두렁등소각,0
10,2023,쓰레기소각,2
10,2023,담뱃불실화,1
10,2023,성묘객실화,0
10,2023,어린이불장난,0
10,2023,건축물화재,0
10,2023,기타,2
10,2024,입산자실화,0
10,2024,논밭두렁등소각,0
10,2024,쓰레기소각,0
10,2024,담뱃불실화,1
10,2024,성묘객실화,0
10,2024,어린이불장난,0
10,2024,건축물화재,0
10,2024,기타,1
10,2025,입산자실화,0
10,2025,논밭두렁등소각,0
10,2025,쓰레기소각,0
10,2025,담뱃불실화,0
10,2025,성묘객실화,0
10,2025,어린이불장난,0
10,2025,건축물화재,0
10,2025,기타,0
11,2006,입산자실화,11
11,2006,논밭두렁등소각,0
11,2006,쓰레기소각,5
11,2006,담뱃불실화,0
11,2006,성묘객실화,0
11,2006,어린이불장난,1
11,2006,건축물화재,0
11,2006,기타,6
11,2007,입산자실화,15
11,2007,논밭두렁등소각,0
11,2007,쓰레기소각,0
11,2007,담뱃불실화,2
11,2007,성묘객실화,0
11,2007,어린이불장난,0
11,2007,건축물화재,0
11,2007,기타,3
11,2008,입산자실화,29
11,2008,논밭두렁등소각,4
11,2008,쓰레기소각,4
11,2008,담뱃불실화,2
11,2008,성묘객실화,1
11,2008,어린이불장난,0
11,2008,건축물화재,1
11,2008,기타,4
11,2009,입산자실화,9
11,2009,논밭두렁등소각,2
11,2009,쓰레기소각,4
11,2009,담뱃불실화,2
11,2009,성묘객실화,0
11,2009,어린이불장난,0
11,2009,건축물화재,0
11,2009,기타,6
11,2010,입산자실화,31
11,2010,논밭두렁등소각,0
11,2010,쓰레기소각,4
11,2010,담뱃불실화,1
11,2010,성묘객실화,0
11,2010,어린이불장난,0
11,2010,건축물화재,0
11,2010,기타,8
11,2011,입산자실화,2
11,2011,논밭두렁등소각,1
11,2011,쓰레기소각,0
11,2011,담뱃불실화,2
11,2011,성묘객실화,0
11,2011,어린이불장난,0
11,2011,건축물화재,0
11,2011,기타,0
11,2012,입산자실화,5
11,2012,논밭두렁등소각,0
11,2012,쓰레기소각,0
11,2012,담뱃불실화,0
11,2012,성묘객실화,0
11,2012,어린이불장난,0
11,2012,건축물화재,0
11,2012,기타,0
11,2013,입산자실화,5
11,2013,논밭두렁등소각,0
11,2013,쓰레기소각,0
11,2013,담뱃불실화,1
11,2013,성묘객실화,0
11,2013,어린이불장난,0
11,2013,건축물화재,0
11,2013,기타,3
11,2014,입산자실화,7
11,2014,논밭두렁등소각,2
11,2014,쓰레기소각,1
11,2014,담뱃불실화,2
11,2014,성묘객실화,0
11,2014,어린이불장난,0
11,2014,건축물화재,1
11,2014,기타,6
11,2015,입산자실화,5
11,2015,논밭두렁등소각,1
11,2015,쓰레기소각,0
11,2015,담뱃불실화,0
11,2015,성묘객실화,0
11,2015,어린이불장난,0
11,2015,건축물화재,0
11,2015,기타,2
11,2016,입산자실화,2
11,2016,논밭두렁등소각,1
11,2016,쓰레기소각,0
11,2016,담뱃불실화,0
11,2016,성묘객실화,0
11,2016,어린이불장난,0
11,2016,건축물화재,0
11,2016,기타,6
11,2017,입산자실화,16
11,2017,논밭두렁등소각,3
11,2017,쓰레기소각,12
11,2017,담뱃불실화,2
11,2017,성묘객실화,1
11,2017,어린이불장난,0
11,2017,건축물화재,0
11,2017,기타,16
11,2018,입산자실화,3
11,2018,논밭두렁등소각,0
11,2018,쓰레기소각,3
11,2018,담뱃불실화,0
11,2018,성묘객실화,0
11,2018,어린이불장난,0
11,2018,건축물화재,0
11,2018,기타,7
11,2019,입산자실화,6
11,2019,논밭두렁등소각,0
11,2019,쓰레기소각,2
11,2019,담뱃불실화,0
11,2019,성묘객실화,0
11,2019,어린이불장난,0
11,2019,건축물화재,1
11,2019,기타,10
11,2020,입산자실화,22
11,2020,논밭두렁등소각,2
11,2020,쓰레기소각,4
11,2020,담뱃불실화,4
11,2020,성묘객실화,0
11,2020,어린이불장난,0
11,2020,건축물화재,6
11,2020,기타,8
11,2021,입산자실화,12
11,2021,논밭두렁등소각,0
11,2021,쓰레기소각,2
11,2021,담뱃불실화,3
11,2021,성묘객실화,0
11,2021,어린이불장난,0
11,2021,건축물화재,0
11,2021,기타,7
11,2022,입산자실화,16
11,2022,논밭두렁등소각,3
11,2022,쓰레기소각,4
11,2022,담뱃불실화,4
11,2022,성묘객실화,0
11,2022,건축물화재,2
11,2022,기타,18
11,2023,입산자실화,6
11,2023,논밭두렁등소각,1
11,2023,쓰레기소각,1
11,2023,담뱃불실화,0
11,2023,성묘객실화,0
11,2023,어린이불장난,0
11,2023,건축물화재,11
11,2023,기타,6
11,2024,입산자실화,2
11,2024,논밭두렁등소각,1
11,2024,쓰레기소각,1
11,2024,담뱃불실화,3
11,2024,성묘객실화,0
11,2024,어린이불장난,0
11,2024,건축물화재,1
11,2024,기타,10
11,2025,입산자실화,9
11,2025,논밭두렁등소각,1
11,2025,쓰레기소각,2
11,2025,담뱃불실화,2
11,2025,성묘객실화,0
11,2025,어린이불장난,0
11,2025,건축물화재,2
11,2025,기타,17
12,2006,입산자실화,5
12,2006,논밭두렁등소각,0
12,2006,쓰레기소각,1
12,2006,담뱃불실화,0
12,2006,성묘객실화,0
12,2006,어린이불장난,0
12,2006,건축물화재,0
12,2006,기타,3
12,2007,입산자실화,3
12,2007,논밭두렁등소각,0
12,2007,쓰레기소각,0
12,2007,담뱃불실화,1
12,2007,성묘객실화,0
12,2007,어린이불장난,0
12,2007,건축물화재,0
12,2007,기타,1
12,2008,입산자실화,10
12,2008,논밭두렁등소각,6
12,2008,쓰레기소각,3
12,2008,담뱃불실화,0
12,2008,성묘객실화,1
12,2008,어린이불장난,1
12,2008,건축물화재,2
12,2008,기타,6
12,2009,입산자실화,7
12,2009,논밭두렁등소각,1
12,2009,쓰레기소각,3
12,2009,담뱃불실화,2
12,2009,성묘객실화,0
12,2009,어린이불장난,0
12,2009,건축물화재,1
12,2009,기타,7
12,2010,입산자실화,27
12,2010,논밭두렁등소각,1
12,2010,쓰레기소각,4
12,2010,담뱃불실화,0
12,2010,성묘객실화,1
12,2010,어린이불장난,0
12,2010,건축물화재,4
12,2010,기타,3
12,2011,입산자실화,2
12,2011,논밭두렁등소각,0
12,2011,쓰레기소각,1
12,2011,담뱃불실화,0
12,2011,성묘객실화,0
12,2011,어린이불장난,0
12,2011,건축물화재,0
12,2011,기타,1
12,2012,입산자실화,1
12,2012,논밭두렁등소각,0
12,2012,쓰레기소각,1
12,2012,담뱃불실화,0
12,2012,성묘객실화,0
12,2012,어린이불장난,0
12,2012,건축물화재,0
12,2012,기타,0
12,2013,입산자실화,6
12,2013,논밭두렁등소각,1
12,2013,쓰레기소각,1
12,2013,담뱃불실화,1
12,2013,성묘객실화,0
12,2013,어린이불장난,0
12,2013,건축물화재,0
12,2013,기타,2
12,2014,입산자실화,2
12,2014,논밭두렁등소각,0
12,2014,쓰레기소각,1
12,2014,담뱃불실화,1
12,2014,성묘객실화,0
12,2014,어린이불장난,0
12,2014,건축물화재,0
12,2014,기타,0
12,2015,입산자실화,3
12,2015,논밭두렁등소각,0
12,2015,쓰레기소각,1
12,2015,담뱃불실화,1
12,2015,성묘객실화,0
12,2015,어린이불장난,0
12,2015,건축물화재,1
12,2015,기타,2
12,2016,입산자실화,7
12,2016,논밭두렁등소각,1
12,2016,쓰레기소각,0
12,2016,담뱃불실화,0
12,2016,성묘객실화,0
12,2016,어린이불장난,0
12,2016,건축물화재,1
12,2016,기타,3
12,2017,입산자실화,17
12,2017,논밭두렁등소각,2
12,2017,쓰레기소각,5
12,2017,담뱃불실화,2
12,2017,성묘객실화,3
12,2017,어린이불장난,0
12,2017,건축물화재,8
12,2017,기타,13
12,2018,입산자실화,4
12,2018,논밭두렁등소각,1
12,2018,쓰레기소각,7
12,2018,담뱃불실화,1
12,2018,성묘객실화,0
12,2018,어린이불장난,0
12,2018,건축물화재,3
12,2018,기타,16
12,2019,입산자실화,7
12,2019,논밭두렁등소각,3
12,2019,쓰레기소각,3
12,2019,담뱃불실화,1
12,2019,성묘객실화,0
12,2019,어린이불장난,0
12,2019,건축물화재,7
12,2019,기타,9
12,2020,입산자실화,12
12,2020,논밭두렁등소각,2
12,2020,쓰레기소각,4
12,2020,담뱃불실화,8
12,2020,성묘객실화,1
12,2020,어린이불장난,0
12,2020,건축물화재,5
12,2020,기타,14
12,2021,입산자실화,7
12,2021,논밭두렁등소각,0
12,2021,쓰레기소각,3
12,2021,담뱃불실화,1
12,2021,성묘객실화,0
12,2021,어린이불장난,0
12,2021,건축물화재,5
12,2021,기타,8
12,2022,입산자실화,15
12,2022,논밭두렁등소각,1
12,2022,쓰레기소각,1
12,2022,담뱃불실화,2
12,2022,성묘객실화,0
12,2022,건축물화재,9
12,2022,기타,9
12,2023,입산자실화,4
12,2023,논밭두렁등소각,1
12,2023,쓰레기소각,3
12,2023,담뱃불실화,1
12,2023,성묘객실화,0
12,2023,어린이불장난,0
12,2023,건축물화재,1
12,2023,기타,12
12,2024,입산자실화,5
12,2024,논밭두렁등소각,1
12,2024,쓰레기소각,5
12,2024,담뱃불실화,3
12,2024,성묘객실화,0
12,2024,어린이불장난,0
12,2024,건축물화재,2
12,2024,기타,15
12,2025,입산자실화,6
12,2025,논밭두렁등소각,0
12,2025,쓰레기소각,3
12,2025,담뱃불실화,0
12,2025,성묘객실화,0
12,2025,어린이불장난,0
12,2025,건축물화재,2
12,2025,기타,18
